radar_key,distance,easting,northing,elevation,bed_elevation,temperate,temperate_elevation,temperate_lower,temperate_upper,temperate_gpr_uncertainty,bed_type
dronbreen-20220328-DAT_0228_A1_2,820.0,539058.19,8670152.03,630.859,496.94,0.0,496.94,0.0,0.0,2.692,certain_cold
dronbreen-20220328-DAT_0228_A1_2,825.0,539063.42,8670151.87,630.727,496.6,0.0,496.6,0.0,0.0,2.696,certain_cold
dronbreen-20220328-DAT_0228_A1_2,830.0,539069.08,8670152.03,630.602,496.371,0.0,496.371,0.0,0.0,2.698,certain_cold
dronbreen-20220328-DAT_0228_A1_2,835.0,539073.43,8670152.16,630.519,496.183,0.0,496.183,0.0,0.0,2.7,certain_cold
dronbreen-20220328-DAT_0228_A1_2,840.0,539078.88,8670152.32,630.432,495.888,0.0,495.888,0.0,0.0,2.704,certain_cold
dronbreen-20220328-DAT_0228_A1_2,845.0,539083.76,8670152.65,630.332,495.475,0.0,495.475,0.0,0.0,2.71,certain_cold
dronbreen-20220328-DAT_0228_A1_2,850.0,539088.65,8670152.97,630.224,495.159,0.0,495.159,0.0,0.0,2.714,certain_cold
dronbreen-20220328-DAT_0228_A1_2,855.0,539093.56,8670153.12,630.095,494.822,0.0,494.822,0.0,0.0,2.718,certain_cold
dronbreen-20220328-DAT_0228_A1_2,860.0,539098.28,8670153.5,629.951,494.573,0.0,494.573,0.0,0.0,2.721,certain_cold
dronbreen-20220328-DAT_0228_A1_2,865.0,539103.73,8670153.91,629.761,494.175,0.0,494.175,0.0,0.0,2.725,certain_cold
dronbreen-20220328-DAT_0228_A1_2,870.0,539108.71,8670154.07,629.572,493.777,0.0,493.777,0.0,0.0,2.729,certain_cold
dronbreen-20220328-DAT_0228_A1_2,875.0,539113.15,8670154.43,629.383,493.484,0.0,493.484,0.0,0.0,2.731,certain_cold
dronbreen-20220328-DAT_0228_A1_2,880.0,539118.43,8670154.86,629.164,493.056,0.0,493.056,0.0,0.0,2.735,certain_cold
dronbreen-20220328-DAT_0228_A1_2,885.0,539123.7,8670155.29,628.974,492.762,0.0,492.762,0.0,0.0,2.737,certain_cold
dronbreen-20220328-DAT_0228_A1_2,890.0,539128.38,8670155.68,628.823,492.612,0.0,492.612,0.0,0.0,2.737,certain_cold
dronbreen-20220328-DAT_0228_A1_2,895.0,539133.03,8670156.06,628.676,492.36,0.0,492.36,0.0,0.0,2.741,certain_cold
dronbreen-20220328-DAT_0228_A1_2,900.0,539138.71,8670156.41,628.471,491.947,0.0,491.947,0.0,0.0,2.745,certain_cold
dronbreen-20220328-DAT_0228_A1_2,905.0,539143.49,8670156.89,628.276,491.439,0.0,491.439,0.0,0.0,2.75,certain_cold
dronbreen-20220328-DAT_0228_A1_2,910.0,539149.1,8670157.64,628.015,490.97,0.0,490.97,0.0,0.0,2.754,certain_cold
dronbreen-20220328-DAT_0228_A1_2,915.0,539152.89,8670158.13,627.829,490.575,0.0,490.575,0.0,0.0,2.758,certain_cold
dronbreen-20220328-DAT_0228_A1_2,920.0,539158.33,8670158.95,627.569,489.794,0.0,489.794,0.0,0.0,2.768,certain_cold
dronbreen-20220328-DAT_0228_A1_2,925.0,539162.95,8670159.6,627.358,489.27,0.0,489.27,0.0,0.0,2.774,certain_cold
dronbreen-20220328-DAT_0228_A1_2,930.0,539167.74,8670160.17,627.151,488.855,0.0,488.855,0.0,0.0,2.779,certain_cold
dronbreen-20220328-DAT_0228_A1_2,935.0,539173.36,8670160.78,626.912,488.408,0.0,488.408,0.0,0.0,2.783,certain_cold
dronbreen-20220328-DAT_0228_A1_2,940.0,539177.64,8670161.33,626.721,488.112,0.0,488.112,0.0,0.0,2.785,certain_cold
dronbreen-20220328-DAT_0228_A1_2,945.0,539183.27,8670161.77,626.424,487.607,0.0,487.607,0.0,0.0,2.789,certain_cold
